"query_id" "url_id" "query_length" "is_homepage" "sig1" "sig2" "sig3" "sig4" "sig5" "sig6" "sig7" "sig8" "V13"
"26784" 4144 25650 3 0 0.3 0.52 2240 430 250 0 0.43 0.65 0.906959632455653
"26785" 4145 25657 2 1 0.22 0.52 3237 615 604 0 0.26 0.37 0.534339047241939
"26786" 4145 25658 2 0 0.34 0.53 106 18 20 1 0.33 0.77 0.789106055431061
"26787" 4145 25659 2 0 0.02 0.26 28 10 14 1 0.15 0.13 0.0441543936520554
"26788" 4145 25660 2 0 0.23 0.59 99 3 58 3 0.12 0.26 0.710616427201794
"26789" 4145 25661 2 0 0.01 0.49 315 538 18 0 0.2 0.84 0.0362420264539223
"26790" 4145 25662 2 0 0.25 0.44 758 429 190 22 0.32 0.83 0.604437991380039
"26791" 4145 25704 2 0 0.06 0.37 79 156 8 0 0.15 0.48 0.0666936403674184
"26792" 4145 25705 2 0 0.15 0.45 88 118 14 0 0.28 0.88 0.161048862035352
"26793" 4146 25663 1 1 0.26 0.53 5617 8802 342 10 0.51 0.58 0.639913637683325
"26794" 4146 25664 1 1 0.22 0.43 9440 9612 1556 19 0.59 0.69 0.332264314414781
"26795" 4146 25665 1 0 0.34 0.53 4110 1687 454 18 0.33 0.89 0.877997553463018
"26796" 4146 25666 1 0 0.09 0.53 9899 1099 2136 206 0.43 0.71 0.97709531526595
"26797" 4146 25667 1 1 0.16 0.68 53957 1095 3338 100 0.48 0.48 0.997375206976281
"26798" 4146 25668 1 1 0.18 0.53 7873 264 1878 81 0.45 0.45 0.983307202221712
"26799" 4146 25669 1 1 0.28 0.68 11426 15336 1386 29 0.61 0.71 0.853009201214405
"26800" 4146 25670 1 0 0 0.44 7683 5302 1430 34 0.44 0.62 0.583083661724517
"26801" 4146 25671 1 1 0.47 0.71 10961 11265 6802 304 0.66 0.66 0.945053420839415
"26802" 4147 25672 1 1 0.03 0.23 893 0 234 7 0.41 0.25 0.0662767489389997
"26803" 4147 25673 1 1 0.21 0.31 7086 339 808 3 0.41 0.33 0.12182139967575
"26804" 4147 25674 1 1 0.07 0.33 1291 0 412 13 0.42 0.36 0.151899558803631
"26805" 4147 25675 1 1 0 0.59 5340 189 124 10 0.35 0.22 0.200149067874457
"26806" 4147 25676 1 0 0.08 0.4 587 31 184 11 0.21 0.52 0.251317000976843
"26807" 4147 25677 1 1 0.17 0.39 1799 39 494 35 0.26 0.3 0.520180617535422
"26808" 4147 25678 1 0 0.29 0.56 1415 648 138 8 0.47 0.33 0.985973157074582
"26809" 4147 25679 1 1 0.16 0.52 20635 928 2338 159 0.41 0.41 1.0281846421069
"26810" 4147 25680 1 0 0.38 0.42 5617 2385 742 69 0.58 0.88 0.863942268677507
"26811" 4148 25681 1 0 0.11 0.27 1424 22 218 9 0.39 0.23 0.241211322212841
"26812" 4148 25682 1 1 0.23 0.67 207 325 8 0 0.33 0.1 0.764546855543504
"26813" 4148 25683 1 0 0.1 0.34 1978 268 320 17 0.38 0.63 0.319812434258116
"26814" 4148 25732 1 0 0.2 0.57 8406 787 1218 18 0.48 0.52 0.996726059576492
"26815" 4148 25733 1 0 0.32 0.65 9264 907 1154 113 0.5 0.8 0.954835722818022
"26816" 4148 25734 1 0 0.01 0.71 1954 678 246 12 0.5 0.48 0.909359262414939
"26817" 4148 25735 1 1 0.32 0.63 56882 2832 7298 591 0.64 0.55 0.992481530263113
"26818" 4149 25663 1 1 0.5 0.65 5552 8728 368 14 0.55 0.7 0.984804881227741
"26819" 4149 25664 1 1 0.06 0.46 9467 9709 1470 47 0.58 0.54 0.290897583323642
"26820" 4149 25669 1 1 0.24 0.75 11326 15454 1292 83 0.42 0.6 1.02193910777391
"26821" 4149 25670 1 0 0.1 0.48 7561 5302 1452 72 0.45 0.61 0.978048157192219
"26822" 4149 25671 1 1 0.52 0.55 10939 11206 6700 949 0.54 0.68 0.947819240006559
"26823" 4149 25684 1 1 0.28 0.5 5168 6774 304 10 0.47 0.6 0.644915784410704
"26824" 4149 25685 1 0 0.11 0.22 4249 6487 992 14 0.61 0.57 0.148594058895062
"26825" 4149 26257 1 1 0.13 0.21 3396 0 540 19 0.4 0.65 0.10127586328568
"26826" 4149 26258 1 1 0.09 0.39 8031 7548 662 6 0.57 0.65 0.039786399247391
"26827" 4150 25686 2 0 0.08 0.21 15 22 6 0 0.1 0.36 0.0510438918693268
"26828" 4150 25687 2 0 0.08 0.43 28 43 2 0 0.24 0.93 -0.0186012329509345
"26829" 4150 25688 2 0 0.44 0.19 34 70 4 0 0.21 0.81 0.0454018145359268
"26830" 4150 25689 2 0 0.08 0.23 115 55 44 0 0.24 0.81 0.0371961062244659
"26831" 4150 25690 2 0 0.05 0.33 1560 384 94 0 0.37 0.88 -0.00540994681549484
"26832" 4150 25691 2 0 0.22 0.38 28 39 10 0 0.2 0.21 0.212286767919662
"26833" 4150 25692 2 0 0.19 0.4 83 45 28 1 0.17 0.58 0.159276916543112
"26834" 4151 25693 4 0 0.32 0.17 6 16 0 0 0.13 0.55 0.0398867444690352
"26835" 4151 25694 4 0 0.93 0.02 15 37 2 0 0.27 0.55 0.0490788400159752
"26836" 4151 25695 4 0 0.29 0.27 327 328 14 0 0.41 0.28 0.251006626607528
"26837" 4151 25696 4 0 0.3 0.21 116 279 6 0 0.23 0.3 0.0413205324101241
"26838" 4152 25697 2 0 0.09 0.22 303 270 18 0 0.26 0.36 0.0353390186465086
"26839" 4152 25698 2 0 0.03 0.27 201 373 38 3 0.19 0.36 0.0650923344511605
"26840" 4152 25699 2 0 0 0.21 179 430 16 0 0.23 0.52 0.04675908202857
"26841" 4152 25700 2 0 0.07 0.4 121 321 12 0 0.21 0.43 0.159517782682382
"26842" 4152 25701 2 0 0.15 0.33 397 322 18 1 0.21 0.59 0.0966039168873807
"26843" 4152 25702 2 0 0.05 0.2 176 12 60 7 0.24 0.48 0.0794356789026316
"26844" 4152 25703 2 0 0.19 0.41 434 0 86 6 0.09 0.5 0.151626986865617
"26845" 4153 25706 2 0 0.1 0.19 105 139 20 0 0.37 0.86 0.0289654552168163
"26846" 4153 25707 2 0 0.09 0.25 112 309 6 4 0.42 0.16 0.320869202807135
"26847" 4153 25708 2 0 0.14 0.29 11 9 10 1 0.1 0.25 0.0369786698269885
"26848" 4153 25709 2 1 0.14 0.31 890 39 82 0 0.3 0.16 0.0578229145580862
"26849" 4153 25710 2 0 0.06 0.42 16 3 2 0 0.22 0.25 0.212840580714367
"26850" 4153 25711 2 0 0.16 0.48 75 4 40 0 0.24 0.21 0.501805997283367
"26851" 4153 25757 2 0 0.1 0.01 44 118 4 2 0.19 0.35 0.025619194428433
"26852" 4153 25758 2 0 0.04 0.2 8 21 0 0 0.19 0.35 0.0440320281124787
"26853" 4154 25712 2 0 0.09 0.07 8149 1479 178 0 0.51 0.48 0.00120971762793881
"26854" 4154 25713 2 0 0.05 0.26 344 588 14 0 0.16 0.39 0.0459669304252065
"26855" 4154 25714 2 0 0.05 0.35 204 384 42 0 0.34 0.5 0.178423394093949
"26856" 4154 25715 2 0 0.23 0.5 3300 1756 116 0 0.33 0.64 0.747416260180215
"26857" 4154 25716 2 0 0.16 0.47 1227 1183 138 0 0.33 0.59 0.588070312759187
"26858" 4154 25717 2 0 0.27 0.58 448 108 86 1 0.2 0.38 0.818218599580988
"26859" 4154 3564 2 0 0.27 0.55 7472 1338 798 0 0.46 0.77 0.898655656453788
"26860" 4155 25718 2 1 0 0.12 156 6 66 0 0.11 0.27 0.0433311869719046
"26861" 4155 25719 2 1 0.11 0.23 303 0 32 1 0.14 0.09 0.048714807064591
"26862" 4155 25720 2 0 0.15 0.42 687 372 156 0 0.31 0.86 0.17445045240513
"26863" 4155 25721 2 0 0.16 0.36 349 312 38 0 0.26 0.75 0.1277151863944
"26864" 4155 25722 2 0 0.19 0.43 48 27 2 2 0.19 0.53 0.260235148363257
"26865" 4155 25723 2 0 0.31 0.39 74 213 0 1 0.24 0.69 0.298165308523833
"26866" 4155 25724 2 1 0.04 0.42 2451 4 180 0 0.17 0.17 0.0797979629006886
"26867" 4155 25725 2 0 0.55 0.43 52 126 8 0 0.34 0.31 0.682115465658138
"26868" 4155 25726 2 1 0.34 0.54 5603 172 694 6 0.22 0.21 0.866468920425024
"26869" 4156 25727 2 0 0.15 0 71 4 26 0 0.3 0.35 0.0446536544083708
"26870" 4157 25736 1 0 0.2 0.32 193 327 34 0 0.19 0.58 0.0814762340695404
"26871" 4157 25737 1 0 0.14 0.36 435 9 70 0 0.28 0.58 0.157827223457207
"26872" 4157 25738 1 0 0.15 0.2 257 250 28 1 0.28 0.63 0.0521623356071121
"26873" 4157 25739 1 0 0.19 0.46 99 33 48 0 0.39 0.71 0.548108670774905
"26874" 4157 25740 1 0 0.08 0.28 723 321 128 3 0.44 0.67 0.117726001509085
"26875" 4157 25741 1 0 0 0.28 631 18 96 11 0.51 0.81 0.0759468695090284
"26876" 4157 25742 1 0 0.32 0.39 6778 2062 544 45 0.41 0.91 0.728259254574211
"26877" 4158 25743 3 1 0.41 0.02 2695 304 320 0 0.42 0.28 0.0105771279830106
"26878" 4159 25744 3 0 0.3 0.23 151 150 24 1 0.27 0.33 0.0649919726187597
"26879" 4159 25745 3 0 0.25 0.3 148 328 20 0 0.2 0.55 0.0803369404763897
"26880" 4159 25746 3 1 0.18 0.15 1224 310 182 1 0.32 0.35 0.0363387029794869
"26881" 4159 25747 3 1 0.1 0.33 5827 820 856 0 0.47 0.43 0.0444778486098111
"26882" 4159 25748 3 1 0.22 0.48 643 168 126 0 0.36 0.31 0.473257993794191
"26883" 4159 25749 3 0 0.28 0.67 2267 1765 170 9 0.43 0.89 0.982104686281552
"26884" 4159 25750 3 0 0.12 0.5 359 316 64 0 0.4 0.34 0.780152246595064
"26885" 4159 25751 3 1 0.37 0.55 7658 388 1062 65 0.47 0.4 1.06649233622008
"26886" 4160 25752 3 0 0.09 0.13 1 0 2 0 0.39 0.5 0.0240932803279833
"26887" 4160 25753 3 0 0 0.09 31 1 12 1 0.31 0.87 0.0588773640943422
"26888" 4160 25754 3 0 0 0.19 111 0 26 0 0.26 0.39 0.0343144758574356
"26889" 4160 25755 3 0 0.4 0.55 33 3 18 0 0.38 0.36 0.957379678497343
"26890" 4160 25756 3 1 0.34 0.49 4816 88 412 26 0.43 0.27 0.897392547962277
"26891" 4161 25759 5 1 0.16 0.33 8470 1170 490 0 0.33 0.32 0.0739663123125349
"26892" 4161 25760 5 1 0.12 0.55 4118 1137 280 0 0.37 0.21 0.313689751187496
"26893" 4161 25807 5 0 0.17 0.48 87 52 22 0 0.31 0.27 0.62449639312952
"26894" 4161 25808 5 0 0.18 0.38 72 58 40 0 0.12 0.24 0.0986232212199536
"26895" 4161 25809 5 0 0.26 0.6 445 898 50 0 0.2 0.74 0.747373603009824
"26896" 4161 25810 5 1 0.2 0.49 7453 543 836 0 0.43 0.28 0.438324621582614
"26897" 4161 25811 5 0 0.15 0.42 130 301 20 0 0.3 0.35 0.395147422421368
"26898" 4162 25761 1 0 0.16 0.31 82 52 14 0 0.23 0.32 0.0775678809733116
"26899" 4162 25762 1 0 0.11 0.26 36 84 8 0 0.09 0.45 0.0396709714980867
"26900" 4162 25763 1 0 0.13 0.28 29 13 6 0 0.09 0.39 0.0312322417160779
"26901" 4162 25764 1 0 0.05 0.27 137 0 44 0 0.47 0.51 0.108683853377212
"26902" 4162 25765 1 0 0.08 0.42 188 352 8 1 0.28 0.57 0.26813469344077
"26903" 4162 25766 1 0 0.36 0.45 101 52 38 0 0.17 0.58 0.401083170878906
"26904" 4162 25767 1 0 0.11 0.34 31 0 2 0 0.14 0.32 0.0470112420082113
"26905" 4162 25768 1 0 0.08 0.55 444 1132 26 0 0.16 0.38 0.499813930004803
"26906" 4162 25769 1 0 0 0.44 709 13 98 6 0.18 0.37 0.202131279627807
"26907" 4162 25770 1 0 0.27 0.35 73 57 10 0 0.21 0.37 0.163795008116243
"26908" 4163 25771 2 0 0.15 0.01 15 27 2 0 0.25 0.57 0.0354857369191447
"26909" 4163 25772 2 0 0.11 0.12 12 48 0 0 0.22 0.42 0.0533835750640933
"26910" 4163 25773 2 0 0.19 0.03 3 4 0 0 0.2 0 0.0449213171254902
"26911" 4163 25774 2 0 0.12 0.18 27 69 0 0 0.18 0.75 0.0489188343435927
"26912" 4163 25775 2 0 0.21 0.41 10 24 4 0 0.14 0.1 0.218502289034948
"26913" 4163 25776 2 0 0.27 0.42 41 117 6 0 0.19 0.08 0.385074230144598
"26914" 4163 25777 2 1 0.06 0.27 1001 769 162 0 0.18 0.12 0.0352893326519885
"26915" 4163 25778 2 0 0.27 0.51 136 298 10 0 0.2 0.14 0.673980669996788
"26916" 4164 25779 3 0 0.11 0.27 65 33 30 0 0.3 0.27 0.0771731545285265
"26917" 4164 25780 3 0 0.11 0.28 2 4 6 0 0.24 0.33 0.0475873124000594
"26918" 4164 25781 3 0 0.21 0.25 4 7 6 0 0.1 0.38 0.0306207484549728
"26919" 4164 25782 3 0 0.19 0.17 229 222 52 0 0.13 0.89 0.0516813931985734
"26920" 4164 25783 3 0 0.22 0.35 137 148 18 0 0.31 0.29 0.268102939033055
"26921" 4164 25784 3 0 0.11 0.22 660 19 110 0 0.27 0.45 0.0280740511112616
"26922" 4164 25839 3 0 0.1 0.2 18 19 12 0 0.29 0.45 0.0317707120104311
"26923" 4164 25840 3 0 0.17 0.29 139 69 28 0 0.28 0.27 0.0987372639559084
"26924" 4164 25841 3 0 0.15 0.35 68 28 30 0 0.28 0.35 0.174118552304519
"26925" 4165 25785 1 1 0.05 0.29 9083 1695 1940 1 0.37 0.38 0.0353820396487533
"26926" 4165 25786 1 0 0 0.32 3718 604 492 7 0.44 0.79 0.0513309864594559
"26927" 4165 25787 1 0 0 0.31 16431 4783 1074 9 0.44 0.89 0.0363575145379915
"26928" 4165 25788 1 1 0.09 0.46 8847 2053 1968 0 0.41 0.5 0.179483450857771
"26929" 4165 25789 1 0 0.19 0.26 1375 910 232 0 0.43 0.43 0.159792942308477
"26930" 4165 25790 1 1 0.07 0.2 9547 871 1562 39 0.57 0.47 0.128615475128608
"26931" 4165 25941 1 0 0.2 0.33 1382 649 78 1 0.43 0.81 0.236653695060239
"26932" 4165 25942 1 1 0.08 0.32 10639 0 1868 0 0.32 0.38 0.0409809789342106
"26933" 4165 25943 1 1 0.08 0.16 13522 160 1888 0 0.48 0.4 0.0104463219673186
"26934" 4165 25944 1 1 0.09 0.12 1142 271 342 2 0.34 0.24 0.0520524198161095
"26935" 4166 25791 1 0 0 0.2 363 0 12 0 0.34 0.6 0.0350340102440154
"26936" 4166 25792 1 1 0.08 0 256 4 112 0 0.16 0.26 0.0283699487701951
"26937" 4166 25793 1 0 0.09 0.3 347 43 48 0 0.34 0.35 0.116934281610291
"26938" 4166 25794 1 0 0.01 0 80 114 8 1 0.24 0.35 0.033246455316226
"26939" 4166 25795 1 0 0.11 0.32 237 102 60 6 0.25 0.79 0.0976612408316449
"26940" 4166 25796 1 0 0.09 0.59 303 0 54 1 0.28 0.36 0.795943423955155
"26941" 4166 25797 1 1 0.48 0.67 11504 754 1924 103 0.45 0.47 0.965754617968754
"26942" 4167 25798 6 0 0.14 0.21 345 606 42 0 0.1 0.53 0.0515326538566139
"26943" 4167 25799 6 0 0.19 0.31 694 1374 56 0 0.23 0.75 0.130174198033071
"26944" 4167 25800 6 0 0.67 0.22 294 270 72 0 0.41 0.78 0.0917940481209525
"26945" 4167 25801 6 0 0.35 0.23 478 178 94 0 0.44 0.8 0.132786127584066
"26946" 4168 25802 2 0 0.02 0.17 61 208 0 0 0.21 0.42 0.048962340494903
"26947" 4168 25803 2 1 0.01 0.25 97 46 50 0 0.19 0.1 0.0416178547746119
"26948" 4168 25804 2 0 0.11 0.15 1 1 0 0 0.13 0.48 0.0543951430110519
"26949" 4168 25805 2 0 0.06 0.06 3 3 0 0 0.07 0.52 -0.00529280857175762
"26950" 4168 25806 2 1 0.08 0.34 146 0 68 0 0.2 0.16 0.0491299119112195
"26951" 4169 25812 1 0 0.11 0 1 0 0 0 0.17 0.41 0.00933034978597985
"26952" 4169 25813 1 0 0.11 0.24 112 24 48 0 0.33 0.54 0.0465061508393952
"26953" 4169 25814 1 1 0.03 0.45 1796 16 178 0 0.44 0.68 0.0139189157703513
"26954" 4169 25815 1 1 0.62 0.55 13 0 14 1 0.4 0.32 0.967444052078174
"26955" 4169 25864 1 0 0.14 0.17 8 31 0 0 0.04 0.17 0.0532616749718883
"26956" 4169 25865 1 0 0.2 0.21 0 3 0 0 0 0.58 0.0516829486407335
"26957" 4170 25816 1 1 0.16 0.56 6469 1471 652 0 0.3 0.27 0.450648737164905
"26958" 4170 25817 1 1 0.06 0.02 10872 406 706 19 0.43 0.18 0.00637647909489059
"26959" 4170 25818 1 1 0.1 0.42 8297 2452 734 2 0.51 0.43 0.129827087561165
"26960" 4170 25819 1 1 0.16 0.53 10170 2506 524 12 0.31 0.23 0.499579862980953
"26961" 4170 25820 1 1 0.23 0.48 238129 1186 1126 61 0.5 0.5 0.632404955466782
"26962" 4170 25821 1 0 0 0.31 2123 240 370 1 0.47 0.89 -0.0392589140931032
"26963" 4170 25822 1 0 0 0.36 27901 3334 3404 356 0.61 0.77 0.969522025660428
"26964" 4170 25823 1 0 0.08 0.36 4507 3253 470 4 0.24 0.42 0.226034954915356
"26965" 4170 25824 1 1 0.34 0.48 7172 829 1534 60 0.41 0.36 0.995943949654833
"26966" 4171 25825 2 0 0.23 0.13 33 24 14 0 0.18 0.52 0.0504553077083817
"26967" 4171 25826 2 0 0.02 0.15 44 67 16 0 0.13 0.44 0.0505921030489644
"26968" 4171 25827 2 1 0.25 0.53 10389 5760 272 1 0.42 0.35 0.563976802369601
"26969" 4171 25828 2 1 0.1 0.45 8028 267 478 3 0.27 0.42 0.187467334816227
"26970" 4171 25829 2 1 0.64 0.61 13211 1501 1214 244 0.46 0.5 1.00928615216462
"26971" 4172 25842 3 1 0.09 0.13 1173 0 126 0 0.27 0.24 0.0509963761967792
"26972" 4172 25843 3 0 0.07 0.33 82 243 0 0 0.16 0.21 0.0575553963381799
"26973" 4172 25844 3 1 0.49 0.53 375 219 52 0 0.24 0.04 1.0043021856929
"26974" 4173 25845 2 0 0.21 0.4 451 627 64 1 0.22 0.06 0.364382547535357
"26975" 4173 25846 2 1 0.15 0.28 622 535 86 0 0.33 0.14 0.0465495804880964
"26976" 4173 25847 2 1 0.22 0.52 64 28 20 0 0.23 0.16 0.583529015172079
"26977" 4173 25848 2 1 0.12 0.32 2804 39 200 1 0.21 0.06 0.0728071917274214
"26978" 4173 25849 2 0 0.23 0.47 168 16 38 4 0.27 0.83 0.395037353343922
"26979" 4173 25850 2 0 0.02 0.5 1631 586 190 18 0.45 0.16 0.967514940932436
"26980" 4173 25851 2 0 0.01 0.36 415 1233 8 0 0.27 0.06 0.288494784098562
"26981" 4173 25852 2 0 0.16 0.55 5652 7533 288 35 0.41 0.26 1.0004185344133
"26982" 4174 25853 4 0 0.57 0.18 27 61 6 0 0.19 0.51 0.0599664734732244
"26983" 4174 25854 4 0 0.23 0.19 86 298 0 0 0.06 0.18 0.0432141451325636
"26984" 4174 25855 4 0 0.26 0.12 94 327 4 0 0.23 0.53 0.048270776492707
"26985" 4175 25856 2 0 0.16 0.43 3106 1755 332 0 0.39 0.21 0.682421949462105
"26986" 4175 25857 2 1 0.2 0.3 589 319 72 0 0.28 0.23 0.0795764924698522
"26987" 4175 25858 2 0 0.25 0.38 369 153 102 0 0.26 0.91 0.165987513255513
"26988" 4175 25859 2 0 0.11 0.49 1973 793 204 0 0.49 0.83 0.492974282111667
"26989" 4175 25860 2 0 0 0.3 203 237 42 3 0.43 0.46 0.152867168534335
"26990" 4175 25861 2 0 0.37 0.59 206 360 38 1 0.27 0.48 0.950154930653469
"26991" 4175 25862 2 0 0.14 0.21 10 10 2 0 0.27 0.78 0.038817879306447
"26992" 4175 25863 2 0 0.29 0.6 1995 394 418 2 0.35 0.3 0.990169154602252
"26993" 4176 25866 5 0 0.21 0.29 10 10 10 0 0.21 0.34 0.0580848347432709
"26994" 4176 25867 5 1 0.24 0.35 796 265 42 0 0.3 0.07 0.224920112853265
"26995" 4176 25868 5 1 0.14 0.34 1090 354 118 0 0.19 0.32 0.065636993735723
"26996" 4176 25869 5 1 0.1 0.27 116 189 44 0 0.22 0.11 0.0358208426950609
"26997" 4176 25870 5 1 0.11 0.38 509 303 122 0 0.22 0.27 0.0818726976323795
"26998" 4176 25871 5 0 0.21 0.42 5 3 6 0 0.24 0.28 0.345767347721447
"26999" 4176 25872 5 1 0.19 0.42 214 51 180 0 0.32 0.28 0.269314834313993
"27000" 4176 25873 5 1 0.04 0.33 133 55 108 0 0.21 0.12 0.0380047403249883
"27001" 4177 25874 1 1 0.04 0.13 445 424 98 0 0.32 0.32 0.0539464317167145
"27002" 4177 25875 1 0 0.3 0.28 255 3 34 0 0.37 0.57 0.173251746844729
"27003" 4177 25876 1 0 0.17 0.4 1271 801 58 0 0.21 0.74 0.183914236300554
"27004" 4177 25877 1 0 0.16 0.33 178 12 16 0 0.36 0.9 0.0689681816784438
"27005" 4177 25878 1 0 0.21 0.45 661 325 54 0 0.26 0.6 0.415307259902787
"27006" 4177 25879 1 0 0.21 0.43 330 457 42 0 0.23 0.78 0.258487284980065
"27007" 4177 25880 1 0 0.16 0.39 1799 291 52 3 0.34 0.47 0.365349142087957
"27008" 4177 25881 1 0 0.1 0.42 484 211 96 0 0.32 0.78 0.170685179395075
"27009" 4177 25882 1 0 0.07 0.61 340 129 52 2 0.33 0.9 0.230891798385712
"27010" 4177 25883 1 1 0.36 0.57 11018 331 1744 142 0.4 0.43 1.01846298045101
"27011" 4178 25884 2 0 0 0.09 136 27 32 0 0.29 0.89 0.0572863665590927
"27012" 4178 25885 2 0 0 0.16 201 295 18 2 0.44 0.42 0.0226005663234022
"27013" 4178 25886 2 1 0.01 0.19 1968 18 304 0 0.24 0.14 0.0464090438674411
"27014" 4178 25887 2 1 0.12 0.26 1539 1309 158 0 0.36 0.21 0.0305667513549011
"27015" 4178 25888 2 1 0.1 0.22 8481 387 1434 0 0.36 0.28 0.0139200602377417
"27016" 4178 25889 2 1 0.26 0.54 2901 654 270 0 0.23 0.12 0.712342120497879
"27017" 4178 25890 2 0 0.27 0.33 2782 2301 54 0 0.19 0.22 0.164415007925019
"27018" 4178 25891 2 1 0.35 0.46 9881 864 890 42 0.31 0.38 0.869201253305404
"27019" 4179 25892 2 0 0.22 0.36 514 646 38 0 0.23 0.47 0.192817872820306
"27020" 4179 25945 2 1 0.22 0.31 3596 300 440 0 0.47 0.38 0.107768394818616
"27021" 4179 25946 2 0 0.1 0.29 1141 331 22 0 0.34 0.84 0.0339683768802228
"27022" 4179 25947 2 1 0.16 0.35 9881 3391 1978 0 0.48 0.4 0.118627415407152
"27023" 4179 25948 2 0 0.14 0.57 404 1075 20 0 0.29 0.86 0.463979066705651
"27024" 4179 25949 2 0 0.17 0.39 567 396 94 0 0.26 0.58 0.238247813492754
"27025" 4179 25950 2 0 0.22 0.63 3610 1590 474 9 0.49 0.92 0.877104938935202
"27026" 4179 25951 2 1 0.27 0.34 5802 1624 1122 6 0.45 0.25 0.282217052595552
"27027" 4180 25895 4 0 0.27 0.29 177 106 18 0 0.24 0.74 0.0850904880767578
"27028" 4180 25897 4 0 0.38 0.44 1554 271 420 18 0.41 0.54 0.833752486695912
"27029" 4180 25898 4 1 0.32 0.02 2921 346 710 3 0.43 0.27 0.0292773913943082
"27030" 4180 25899 4 0 0.03 0.3 98 295 0 0 0.21 0.4 0.0512133589784668
"27031" 4180 25900 4 0 0.07 0.39 296 634 12 0 0.2 0.33 0.154729523123281
"27032" 4180 25901 4 1 0.06 0.4 507 0 138 6 0.16 0.04 0.169298503606858
"27033" 4180 25902 4 0 0.15 0.44 148 319 12 1 0.44 0.62 0.595781960260591
"27034" 4180 25903 4 0 0.21 0.43 47 7 4 0 0.14 0.43 0.200387236239207
"27035" 4180 25904 4 0 0.34 0.37 63 25 50 0 0.35 0.49 0.419915755342062
"27036" 4181 25905 3 0 0.26 0.11 30 70 12 4 0.16 0.46 0.0745207552775375
"27037" 4182 25906 2 0 0.17 0.12 0 0 0 0 0.21 0.45 0.0524425853692276
"27038" 4182 25907 2 0 0.03 0.17 6 9 2 0 0.08 0.17 0.0562843891345614
"27039" 4182 25908 2 0 0.12 0.09 99 289 4 0 0.2 0.34 0.0539690908718527
"27040" 4182 25909 2 0 0.19 0.1 2 15 0 0 0.25 0.5 0.0512411701126815
"27041" 4182 25910 2 0 0.09 0.16 19 73 0 0 0.15 0.47 0.0543576872199111
"27042" 4183 25911 1 1 0.09 0.33 10 0 4 0 0.31 0.16 0.0478820203046931
"27043" 4183 25912 1 1 0.2 0.23 475 756 18 0 0.4 0.21 0.0291333667154283
"27044" 4183 25913 1 0 0.19 0.58 3026 625 430 1 0.42 0.42 0.96745306036785
"27045" 4183 25914 1 1 0.38 0.52 9059 841 1290 37 0.38 0.44 0.990207924453797
"27046" 4184 25915 2 0 0 0.22 16 48 2 0 0.05 0.53 0.048537830711853
"27047" 4184 25916 2 0 0.06 0.18 205 562 12 0 0.17 0.63 0.0522983526925203
"27048" 4184 25917 2 1 0.28 0.45 214 544 10 0 0.24 0.53 0.453477599260912
"27049" 4185 25918 2 0 0.18 0.41 1158 450 138 0 0.47 0.91 0.319303681520752
"27050" 4185 25966 2 0 0.01 0.07 2764 33 300 0 0.43 0.52 0.0172649893051032
"27051" 4185 25967 2 0 0.05 0.18 748 99 30 0 0.34 0.54 0.0291287924059024
"27052" 4185 25968 2 0 0.2 0.43 154 6 10 0 0.22 0.34 0.320322531308396
"27053" 4185 25969 2 0 0.1 0.22 439 21 252 0 0.39 0.55 0.0358757548770367
"27054" 4185 25970 2 0 0.15 0.33 166 103 42 0 0.29 0.63 0.124069434814065
"27055" 4185 25971 2 0 0.07 0.25 10399 3642 1116 0 0.58 0.91 0.0132468008769108
"27056" 4186 25919 2 0 0.06 0.26 4 12 0 0 0.22 0.05 0.0778674092291316
"27057" 4186 25920 2 0 0.02 0.19 24 7 16 0 0.17 0.37 0.0494810508756697
"27058" 4186 25921 2 0 0 0.04 147 297 10 0 0.31 0.9 0.0391092790590089
"27059" 4186 25922 2 0 0.11 0.22 71 9 10 0 0.11 0.03 0.0358271745792952
"27060" 4186 25923 2 0 0.55 0.09 854 454 134 0 0.51 0.88 0.0168878707195083
"27061" 4186 25924 2 0 0.1 0.23 507 6 218 0 0.35 0.58 0.038022014532315
"27062" 4186 25925 2 0 0.08 0.16 16 0 2 0 0.26 0.33 0.037045125881378
"27063" 4186 25926 2 0 0.12 0.17 88 100 54 0 0.37 0.44 0.0247069130372612
"27064" 4186 25927 2 0 0.33 0.38 178 3 76 0 0.3 0.24 0.426501000827382
"27065" 4187 25928 3 0 0.1 0.14 141 58 16 0 0.28 0.23 0.0435048740557135
"27066" 4187 25929 3 1 0.03 0.25 1877 52 472 0 0.27 0.22 0.030250670661548
"27067" 4187 25930 3 0 0.02 0.2 24 75 2 0 0.22 0.32 0.0390136912426522
"27068" 4187 25931 3 1 0 0.25 569 270 82 0 0.34 0.21 0.0371868634171418
"27069" 4187 25932 3 1 0 0.33 752 406 156 0 0.24 0.17 0.0279906702136939
"27070" 4187 25933 3 1 0 0.41 2746 1113 200 0 0.28 0.13 0.0488661343455131
"27071" 4187 25934 3 0 0.04 0.28 1564 1842 50 0 0.17 0.27 0.0566138225191866
"27072" 4188 25935 5 0 0.07 0.08 135 439 0 0 0.18 0.26 0.0484011273469984
"27073" 4188 25936 5 1 0.18 0.17 4438 691 408 0 0.2 0.34 0.0259992882053187
